InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
63159,8/8/2016,United States,2227,US15,Male,9,42,8.5,159,0,2016,8,159
63160,8/8/2016,United Kingdom,2195,UK4,Male,10,43,9.5,199,0.2,2016,8,159.2
63161,8/8/2016,Canada,2157,CAN3,Male,6,39,5.5,169,0,2016,8,169
63162,8/8/2016,United States,2198,US12,Female,8,38-39,6,139,0,2016,8,139
63163,8/8/2016,Germany,2226,GER2,Female,7.5,38,5.5,189,0,2016,8,189
63164,8/8/2016,United States,2193,US5,Male,9.5,42-43,9,129,0,2016,8,129
63165,8/8/2016,United States,2194,US4,Female,9,39-40,7,139,0.1,2016,8,125.1
63166,8/9/2016,United Kingdom,2206,UK2,Female,8,38-39,6,129,0,2016,8,129
63166,8/9/2016,United Kingdom,2188,UK1,Male,10,43,9.5,139,0,2016,8,139
63167,8/9/2016,United States,2194,US12,Female,8,38-39,6,139,0.2,2016,8,111.2
63168,8/9/2016,United States,2158,US5,Female,8.5,39,6.5,159,0,2016,8,159
63169,8/9/2016,United States,2196,US14,Female,9,39-40,7,179,0.5,2016,8,89.5
63169,8/9/2016,United States,2186,US9,Male,10,43,9.5,199,0,2016,8,199
63170,8/9/2016,Germany,2148,GER1,Female,8.5,39,6.5,169,0,2016,8,169
63171,8/9/2016,United States,2174,US15,Female,8,38-39,6,199,0.2,2016,8,159.2
63172,8/9/2016,Germany,2166,GER2,Female,12,42-43,10,139,0.5,2016,8,69.5
63173,8/9/2016,Germany,2240,GER3,Female,9.5,40,7.5,139,0,2016,8,139
63174,8/9/2016,Canada,2174,CAN6,Male,10,43,9.5,189,0.2,2016,8,151.2
63175,8/9/2016,Canada,2214,CAN3,Male,10.5,43-44,10,139,0,2016,8,139
63176,8/9/2016,Canada,2183,CAN5,Male,10.5,43-44,10,129,0,2016,8,129
63176,8/9/2016,Canada,2171,CAN5,Male,10,43,9.5,169,0,2016,8,169
63177,8/9/2016,Canada,2174,CAN6,Male,8.5,41-42,8,199,0,2016,8,199
63178,8/9/2016,Germany,2241,GER3,Female,8.5,39,6.5,169,0,2016,8,169
63179,8/9/2016,United States,2185,US13,Female,8,38-39,6,189,0,2016,8,189
63180,8/9/2016,United States,2225,US14,Female,8,38-39,6,189,0,2016,8,189
63181,8/9/2016,United Kingdom,2185,UK2,Female,9,39-40,7,139,0.1,2016,8,125.1
63182,8/9/2016,Canada,2183,CAN5,Female,6.5,37,4.5,139,0,2016,8,139
63183,8/9/2016,Germany,2224,GER3,Female,9,39-40,7,179,0,2016,8,179
63184,8/9/2016,Germany,2147,GER1,Male,9,42,8.5,159,0,2016,8,159
63185,8/9/2016,Germany,2189,GER3,Male,9,42,8.5,199,0,2016,8,199
63186,8/9/2016,Germany,2172,GER1,Male,13,46,12.5,139,0.5,2016,8,69.5
63186,8/9/2016,Germany,2172,GER3,Female,9,39-40,7,179,0,2016,8,179
63187,8/9/2016,Canada,2226,CAN7,Male,9.5,42-43,9,179,0.2,2016,8,143.2
63188,8/9/2016,Germany,2156,GER2,Male,12,45,11.5,199,0,2016,8,199
63189,8/9/2016,United States,2216,US13,Female,9,39-40,7,199,0.2,2016,8,159.2
63189,8/9/2016,United States,2173,US12,Male,14,47,13.5,179,0,2016,8,179
63190,8/10/2016,United Kingdom,2242,UK4,Male,9.5,42-43,9,139,0.3,2016,8,97.3
63191,8/10/2016,United States,2195,US6,Male,11,44,10.5,189,0,2016,8,189
63192,8/10/2016,Germany,2193,GER2,Male,9.5,42-43,9,129,0.2,2016,8,103.2
63192,8/10/2016,Germany,2159,GER3,Female,8.5,39,6.5,189,0,2016,8,189
63193,8/10/2016,United States,2242,US12,Female,9,39-40,7,199,0,2016,8,199
63194,8/10/2016,Germany,2174,GER1,Female,12,42-43,10,189,0,2016,8,189
63195,8/10/2016,Germany,2226,GER2,Male,9.5,42-43,9,149,0,2016,8,149
63196,8/10/2016,United States,2205,US13,Female,8,38-39,6,179,0.1,2016,8,161.1
63197,8/10/2016,Canada,2225,CAN3,Male,10,43,9.5,199,0,2016,8,199
63198,8/10/2016,United States,2177,US12,Male,11,44,10.5,159,0,2016,8,159
63199,8/10/2016,Canada,2160,CAN6,Male,10.5,43-44,10,169,0.1,2016,8,152.1
63199,8/10/2016,Canada,2183,CAN5,Male,10.5,43-44,10,129,0,2016,8,129
63200,8/10/2016,United States,2176,US14,Male,10.5,43-44,10,169,0.1,2016,8,152.1
63201,8/10/2016,Germany,2181,GER1,Male,10.5,43-44,10,189,0.5,2016,8,94.5
63201,8/10/2016,Germany,2178,GER2,Female,10,40-41,8,159,0,2016,8,159
63202,8/10/2016,United Kingdom,2208,UK1,Male,10.5,43-44,10,149,0.1,2016,8,134.1
63203,8/10/2016,Canada,2158,CAN5,Female,7,37-38,5,159,0,2016,8,159
63204,8/10/2016,Germany,2178,GER2,Female,5,35-36,3,139,0.1,2016,8,125.1
63204,8/10/2016,Germany,2195,GER3,Female,5,35-36,3,189,0,2016,8,189
63205,8/10/2016,United States,2188,US13,Female,8,38-39,6,169,0,2016,8,169
63205,8/10/2016,United States,2187,US13,Female,8,38-39,6,139,0,2016,8,139
63206,8/10/2016,Germany,2237,GER2,Male,15,48,14.5,139,0.3,2016,8,97.3
63207,8/10/2016,Germany,2193,GER1,Female,10.5,41,8.5,139,0.1,2016,8,125.1
63208,8/10/2016,United States,2152,US12,Female,7.5,38,5.5,189,0.1,2016,8,170.1
63209,8/10/2016,Canada,2171,CAN5,Male,10,43,9.5,169,0,2016,8,169
63210,8/10/2016,United Kingdom,2235,UK4,Male,10.5,43-44,10,199,0,2016,8,199
63210,8/10/2016,United Kingdom,2187,UK2,Male,10,43,9.5,149,0.5,2016,8,74.5
63211,8/10/2016,United States,2227,US12,Male,10.5,43-44,10,159,0.3,2016,8,111.3
63212,8/10/2016,United States,2206,US13,Male,9.5,42-43,9,149,0.3,2016,8,104.3
63213,8/11/2016,Germany,2227,GER1,Female,8,38-39,6,129,0.5,2016,8,64.5
63214,8/11/2016,Germany,2166,GER1,Female,9,39-40,7,179,0.3,2016,8,125.3
63215,8/11/2016,United States,2184,US7,Male,6.5,39,6,199,0.2,2016,8,159.2
63215,8/11/2016,United States,2175,US13,Male,8.5,41-42,8,169,0,2016,8,169
63216,8/11/2016,United States,2225,US11,Female,9,39-40,7,159,0.1,2016,8,143.1
63216,8/11/2016,United States,2183,US5,Female,10,40-41,8,169,0.5,2016,8,84.5
63217,8/11/2016,United States,2194,US7,Male,6,39,5.5,159,0,2016,8,159
63218,8/11/2016,United States,2205,US13,Female,8,38-39,6,179,0.1,2016,8,161.1
63219,8/11/2016,Germany,2208,GER1,Male,10,43,9.5,149,0.3,2016,8,104.3
63220,8/11/2016,Germany,2179,GER2,Male,10,43,9.5,179,0.2,2016,8,143.2
63221,8/11/2016,Germany,2158,GER3,Male,9.5,42-43,9,179,0,2016,8,179
63222,8/11/2016,United States,2239,US14,Female,7.5,38,5.5,159,0,2016,8,159
63223,8/11/2016,Germany,2150,GER2,Male,8,41,7.5,189,0,2016,8,189
63224,8/11/2016,Canada,2235,CAN5,Male,9.5,42-43,9,179,0,2016,8,179
63225,8/11/2016,United States,2200,US4,Female,4.5,35,2.5,149,0.1,2016,8,134.1
63226,8/11/2016,Canada,2209,CAN1,Male,9,42,8.5,159,0.5,2016,8,79.5
63226,8/11/2016,Canada,2160,CAN6,Male,10.5,43-44,10,169,0.1,2016,8,152.1
63227,8/11/2016,Canada,2150,CAN6,Female,6.5,37,4.5,179,0.2,2016,8,143.2
63228,8/11/2016,Germany,2178,GER2,Female,5,35-36,3,139,0.1,2016,8,125.1
63229,8/11/2016,United States,2188,US13,Female,8,38-39,6,169,0,2016,8,169
63230,8/11/2016,Germany,2241,GER1,Male,9.5,42-43,9,139,0,2016,8,139
63231,8/11/2016,United States,2220,US15,Male,9.5,42-43,9,139,0.5,2016,8,69.5
63232,8/11/2016,United States,2215,US13,Female,8,38-39,6,149,0,2016,8,149
63233,8/11/2016,Germany,2224,GER2,Male,9,42,8.5,129,0.5,2016,8,64.5
63233,8/11/2016,Germany,2207,GER2,Male,11,44,10.5,149,0.2,2016,8,119.2
63234,8/11/2016,Canada,2183,CAN5,Male,10.5,43-44,10,129,0,2016,8,129
63235,8/11/2016,United Kingdom,2207,UK5,Female,8.5,39,6.5,179,0,2016,8,179
63236,8/11/2016,United States,2182,US1,Male,12,45,11.5,149,0.5,2016,8,74.5
63237,8/12/2016,United States,2153,US3,Male,9.5,42-43,9,199,0.5,2016,8,99.5
63237,8/12/2016,United States,2184,US7,Male,6.5,39,6,199,0.2,2016,8,159.2
63238,8/12/2016,United States,2208,US5,Female,8.5,39,6.5,149,0,2016,8,149
63239,8/12/2016,Germany,2149,GER2,Male,9,42,8.5,179,0,2016,8,179
63239,8/12/2016,Germany,2208,GER1,Male,10,43,9.5,149,0.3,2016,8,104.3
63240,8/12/2016,United Kingdom,2208,UK5,Male,10,43,9.5,139,0,2016,8,139
63241,8/12/2016,Germany,2242,GER1,Female,9.5,40,7.5,199,0.2,2016,8,159.2
63242,8/12/2016,United States,2241,US13,Male,10.5,43-44,10,149,0,2016,8,149
63242,8/12/2016,United States,2172,US13,Male,8.5,41-42,8,189,0,2016,8,189
63243,8/12/2016,Germany,2223,GER2,Female,7.5,38,5.5,129,0,2016,8,129
63244,8/12/2016,Germany,2242,GER2,Male,9.5,42-43,9,129,0.3,2016,8,90.3
63245,8/12/2016,Germany,2182,GER2,Male,7,40,6.5,139,0,2016,8,139
63246,8/12/2016,United Kingdom,2175,UK4,Female,4.5,35,2.5,199,0.3,2016,8,139.3
63247,8/12/2016,United States,2160,US14,Male,9,42,8.5,189,0,2016,8,189
63248,8/12/2016,United States,2172,US15,Female,10.5,41,8.5,159,0,2016,8,159
63248,8/12/2016,United States,2155,US15,Female,10.5,41,8.5,169,0,2016,8,169
63249,8/12/2016,United States,2214,US13,Female,8.5,39,6.5,159,0.3,2016,8,111.3
63250,8/12/2016,Germany,2227,GER1,Male,12,45,11.5,179,0.3,2016,8,125.3
63250,8/12/2016,Germany,2241,GER1,Male,9.5,42-43,9,139,0,2016,8,139
63251,8/12/2016,United States,2192,US10,Female,8,38-39,6,189,0.1,2016,8,170.1
63252,8/12/2016,United States,2196,US13,Female,8,38-39,6,179,0,2016,8,179
63253,8/13/2016,United Kingdom,2157,UK4,Male,9.5,42-43,9,149,0.3,2016,8,104.3
63254,8/13/2016,United States,2177,US12,Male,11,44,10.5,159,0,2016,8,159
63255,8/13/2016,Canada,2152,CAN7,Female,9,39-40,7,169,0,2016,8,169
63256,8/13/2016,United States,2216,US13,Female,9,39-40,7,199,0.2,2016,8,159.2
63257,8/13/2016,Germany,2179,GER2,Female,8,38-39,6,179,0,2016,8,179
63258,8/13/2016,Germany,2225,GER2,Female,8.5,39,6.5,159,0,2016,8,159
63258,8/13/2016,Germany,2179,GER3,Female,9.5,40,7.5,139,0.2,2016,8,111.2
63259,8/13/2016,United States,2156,US13,Male,11.5,44-45,11,189,0,2016,8,189
63260,8/13/2016,United Kingdom,2189,UK5,Female,4.5,35,2.5,199,0,2016,8,199
63261,8/13/2016,Canada,2236,CAN2,Female,8,38-39,6,199,0.3,2016,8,139.3
63261,8/13/2016,Canada,2225,CAN6,Female,12,42-43,10,179,0,2016,8,179
63262,8/13/2016,United States,2223,US14,Male,9,42,8.5,139,0.5,2016,8,69.5
63263,8/13/2016,Canada,2147,CAN5,Female,9,39-40,7,199,0.3,2016,8,139.3
63264,8/13/2016,United States,2154,US9,Male,10.5,43-44,10,199,0,2016,8,199
63265,8/13/2016,United States,2184,US13,Female,12,42-43,10,169,0,2016,8,169
63266,8/13/2016,United States,2225,US11,Male,9.5,42-43,9,139,0,2016,8,139
63267,8/13/2016,United States,2158,US4,Female,8,38-39,6,179,0.1,2016,8,161.1
63268,8/13/2016,United States,2220,US15,Male,9.5,42-43,9,139,0.5,2016,8,69.5
63269,8/14/2016,Canada,2153,CAN3,Female,8.5,39,6.5,149,0,2016,8,149
63270,8/14/2016,Germany,2172,GER1,Male,13,46,12.5,139,0.5,2016,8,69.5
63271,8/14/2016,United Kingdom,2168,UK3,Male,8.5,41-42,8,129,0.2,2016,8,103.2
63271,8/14/2016,United Kingdom,2233,UK1,Male,9.5,42-43,9,159,0,2016,8,159
63272,8/14/2016,United Kingdom,2176,UK2,Male,10,43,9.5,179,0.5,2016,8,89.5
63273,8/14/2016,United States,2210,US14,Male,9,42,8.5,139,0,2016,8,139
63274,8/14/2016,Germany,2148,GER1,Female,8.5,39,6.5,169,0,2016,8,169
63274,8/14/2016,Germany,2217,GER2,Female,8.5,39,6.5,169,0,2016,8,169
63274,8/14/2016,Germany,2236,GER1,Female,9.5,40,7.5,169,0,2016,8,169
63275,8/14/2016,Canada,2213,CAN6,Male,9,42,8.5,179,0.2,2016,8,143.2
63276,8/14/2016,United States,2168,US12,Female,8,38-39,6,149,0.2,2016,8,119.2
63277,8/14/2016,Canada,2226,CAN3,Female,12,42-43,10,159,0.2,2016,8,127.2
63278,8/14/2016,United Kingdom,2161,UK1,Female,9.5,40,7.5,129,0.1,2016,8,116.1
63279,8/14/2016,Germany,2172,GER3,Female,8.5,39,6.5,159,0,2016,8,159
63280,8/14/2016,United States,2162,US12,Male,10,43,9.5,149,0.1,2016,8,134.1
63281,8/14/2016,United States,2177,US7,Male,8,41,7.5,199,0,2016,8,199
63282,8/14/2016,United States,2171,US11,Male,12,45,11.5,179,0,2016,8,179
63283,8/14/2016,Canada,2204,CAN2,Male,10,43,9.5,179,0,2016,8,179
63284,8/14/2016,Germany,2187,GER2,Male,8.5,41-42,8,129,0,2016,8,129
63285,8/14/2016,Germany,2195,GER1,Female,9.5,40,7.5,199,0,2016,8,199
63286,8/14/2016,Germany,2233,GER2,Male,11,44,10.5,159,0,2016,8,159
63287,8/14/2016,Germany,2180,GER2,Female,7.5,38,5.5,199,0.2,2016,8,159.2
63288,8/14/2016,United States,2192,US10,Female,8,38-39,6,189,0.1,2016,8,170.1
63289,8/15/2016,Canada,2183,CAN6,Male,8.5,41-42,8,189,0,2016,8,189
63290,8/15/2016,Germany,2152,GER2,Male,9,42,8.5,189,0,2016,8,189
63291,8/15/2016,Canada,2237,CAN7,Female,7.5,38,5.5,139,0,2016,8,139
63292,8/15/2016,United Kingdom,2157,UK4,Male,9.5,42-43,9,149,0.3,2016,8,104.3
63292,8/15/2016,United Kingdom,2168,UK3,Male,8.5,41-42,8,129,0.2,2016,8,103.2
63293,8/15/2016,United States,2206,US13,Male,9.5,42-43,9,149,0.3,2016,8,104.3
63294,8/15/2016,United Kingdom,2195,UK4,Male,10,43,9.5,199,0.2,2016,8,159.2
63295,8/15/2016,United States,2225,US14,Male,9,42,8.5,139,0.3,2016,8,97.3
63296,8/15/2016,United States,2226,US13,Female,8,38-39,6,189,0.5,2016,8,94.5
63297,8/15/2016,United Kingdom,2233,UK3,Male,12,45,11.5,129,0,2016,8,129
63298,8/15/2016,United Kingdom,2170,UK4,Female,8,38-39,6,199,0,2016,8,199
63299,8/15/2016,Canada,2152,CAN7,Female,9,39-40,7,169,0,2016,8,169
63300,8/15/2016,United States,2193,US7,Male,9.5,42-43,9,199,0.2,2016,8,159.2
63300,8/15/2016,United States,2223,US14,Male,9,42,8.5,139,0.5,2016,8,69.5
63301,8/15/2016,United Kingdom,2193,UK1,Female,9.5,40,7.5,159,0.3,2016,8,111.3
63302,8/15/2016,Germany,2178,GER2,Female,10,40-41,8,159,0,2016,8,159
63303,8/15/2016,United States,2242,US3,Male,9,42,8.5,169,0.2,2016,8,135.2
63304,8/15/2016,United States,2194,US11,Female,9.5,40,7.5,199,0.2,2016,8,159.2
63305,8/15/2016,Canada,2178,CAN3,Male,10.5,43-44,10,199,0.2,2016,8,159.2
63306,8/15/2016,Germany,2201,GER2,Male,10.5,43-44,10,199,0.3,2016,8,139.3
63307,8/15/2016,Germany,2196,GER2,Male,8,41,7.5,199,0.3,2016,8,139.3
63308,8/15/2016,United States,2241,US12,Male,10.5,43-44,10,179,0,2016,8,179
63309,8/15/2016,Canada,2226,CAN7,Male,9.5,42-43,9,179,0.2,2016,8,143.2
63310,8/16/2016,Canada,2190,CAN2,Female,8.5,39,6.5,159,0.1,2016,8,143.1
63311,8/16/2016,Germany,2179,GER2,Female,8,38-39,6,179,0,2016,8,179
63312,8/16/2016,Germany,2229,GER2,Female,9.5,40,7.5,169,0.2,2016,8,135.2
63313,8/16/2016,United Kingdom,2176,UK2,Male,10,43,9.5,179,0.5,2016,8,89.5
63313,8/16/2016,United Kingdom,2157,UK4,Male,9.5,42-43,9,149,0.3,2016,8,104.3
63314,8/16/2016,United States,2153,US10,Male,9,42,8.5,139,0.3,2016,8,97.3
63315,8/16/2016,United States,2186,US13,Female,8,38-39,6,139,0,2016,8,139
63316,8/16/2016,United Kingdom,2233,UK1,Male,9.5,42-43,9,159,0,2016,8,159
63317,8/16/2016,Canada,2198,CAN1,Male,11,44,10.5,129,0,2016,8,129
63318,8/16/2016,United States,2173,US8,Male,10.5,43-44,10,169,0.3,2016,8,118.3
63318,8/16/2016,United States,2194,US2,Male,12,45,11.5,129,0.1,2016,8,116.1
63319,8/16/2016,Canada,2220,CAN6,Male,8.5,41-42,8,179,0,2016,8,179
63320,8/16/2016,Germany,2189,GER3,Male,9,42,8.5,199,0,2016,8,199
63321,8/16/2016,United States,2162,US12,Male,10,43,9.5,149,0.1,2016,8,134.1
63322,8/16/2016,Germany,2165,GER2,Female,8.5,39,6.5,139,0.3,2016,8,97.3
63323,8/16/2016,United States,2158,US1,Male,10,43,9.5,199,0,2016,8,199
63324,8/16/2016,United States,2224,US3,Female,9.5,40,7.5,169,0,2016,8,169
63324,8/16/2016,United States,2150,US13,Female,10.5,41,8.5,149,0.5,2016,8,74.5
63325,8/16/2016,Canada,2183,CAN6,Male,10,43,9.5,129,0,2016,8,129
63326,8/16/2016,Germany,2179,GER2,Male,10,43,9.5,179,0.2,2016,8,143.2
63327,8/16/2016,Canada,2171,CAN3,Male,9.5,42-43,9,149,0,2016,8,149
63328,8/16/2016,United States,2240,US13,Female,8,38-39,6,139,0.3,2016,8,97.3
63329,8/16/2016,Germany,2239,GER1,Female,7.5,38,5.5,179,0,2016,8,179
63330,8/16/2016,Canada,2171,CAN5,Male,10,43,9.5,169,0,2016,8,169
63331,8/16/2016,United States,2218,US12,Male,9.5,42-43,9,179,0.3,2016,8,125.3
63332,8/17/2016,United States,2236,US14,Male,11.5,44-45,11,169,0,2016,8,169
63333,8/17/2016,Germany,2232,GER2,Male,10,43,9.5,179,0.1,2016,8,161.1
63334,8/17/2016,United States,2170,US14,Male,10.5,43-44,10,149,0,2016,8,149
63335,8/17/2016,Canada,2196,CAN3,Male,10.5,43-44,10,139,0.1,2016,8,125.1
63336,8/17/2016,United States,2168,US14,Male,9.5,42-43,9,149,0.5,2016,8,74.5
63337,8/17/2016,United States,2236,US1,Female,9.5,40,7.5,189,0.3,2016,8,132.3
63338,8/17/2016,United Kingdom,2168,UK3,Male,8.5,41-42,8,129,0.2,2016,8,103.2
63339,8/17/2016,United States,2228,US13,Male,9.5,42-43,9,179,0.3,2016,8,125.3
63339,8/17/2016,United States,2184,US13,Female,12,42-43,10,169,0,2016,8,169
63340,8/17/2016,Germany,2203,GER1,Female,8,38-39,6,179,0.5,2016,8,89.5
63341,8/17/2016,United States,2175,US13,Male,8.5,41-42,8,169,0,2016,8,169
63342,8/17/2016,Germany,2168,GER2,Female,10,40-41,8,139,0.2,2016,8,111.2
63343,8/17/2016,United States,2166,US4,Female,9,39-40,7,159,0,2016,8,159
63344,8/17/2016,Canada,2167,CAN2,Female,8,38-39,6,139,0,2016,8,139
63345,8/17/2016,Canada,2159,CAN3,Male,9.5,42-43,9,189,0,2016,8,189
63346,8/17/2016,United States,2192,US13,Female,8,38-39,6,139,0.5,2016,8,69.5
63346,8/17/2016,United States,2227,US13,Male,10,43,9.5,129,0,2016,8,129
63347,8/17/2016,United Kingdom,2230,UK5,Female,9.5,40,7.5,189,0.3,2016,8,132.3
63348,8/17/2016,Germany,2180,GER2,Female,7.5,38,5.5,199,0.2,2016,8,159.2
63349,8/17/2016,United States,2148,US12,Male,9,42,8.5,149,0.2,2016,8,119.2
63350,8/17/2016,United States,2173,US12,Male,9.5,42-43,9,139,0.1,2016,8,125.1
63351,8/17/2016,United States,2210,US4,Female,8.5,39,6.5,169,0,2016,8,169
63352,8/18/2016,United States,2176,US4,Male,9,42,8.5,139,0.3,2016,8,97.3
63353,8/18/2016,United States,2170,US3,Male,9.5,42-43,9,139,0.5,2016,8,69.5
63354,8/18/2016,Canada,2147,CAN6,Male,9.5,42-43,9,149,0,2016,8,149
63355,8/18/2016,United States,2184,US9,Female,9,39-40,7,189,0,2016,8,189
63355,8/18/2016,United States,2171,US11,Male,12,45,11.5,179,0,2016,8,179
63356,8/18/2016,Germany,2226,GER2,Male,7.5,40-41,7,199,0,2016,8,199
63357,8/18/2016,Germany,2187,GER2,Female,8.5,39,6.5,149,0,2016,8,149
63358,8/18/2016,United States,2184,US7,Male,6.5,39,6,199,0.2,2016,8,159.2
63359,8/18/2016,United Kingdom,2184,UK5,Male,9,42,8.5,169,0.3,2016,8,118.3
63360,8/18/2016,United States,2174,US11,Male,6,39,5.5,159,0.5,2016,8,79.5
63361,8/18/2016,Canada,2235,CAN5,Male,9.5,42-43,9,179,0,2016,8,179
63361,8/18/2016,Canada,2164,CAN5,Female,8,38-39,6,189,0.5,2016,8,94.5
63362,8/18/2016,Canada,2204,CAN2,Male,10,43,9.5,179,0,2016,8,179
63363,8/18/2016,United States,2149,US13,Male,9,42,8.5,159,0.2,2016,8,127.2
63363,8/18/2016,United States,2182,US13,Male,9.5,42-43,9,159,0,2016,8,159
63364,8/18/2016,United States,2171,US13,Female,8,38-39,6,199,0.1,2016,8,179.1
63364,8/18/2016,United States,2172,US13,Male,8.5,41-42,8,189,0,2016,8,189
63365,8/18/2016,Canada,2167,CAN1,Male,10,43,9.5,159,0,2016,8,159
63366,8/18/2016,Germany,2226,GER2,Male,9.5,42-43,9,149,0,2016,8,149
63367,8/18/2016,Canada,2226,CAN7,Male,9.5,42-43,9,179,0.2,2016,8,143.2
63368,8/18/2016,Germany,2158,GER1,Male,10.5,43-44,10,189,0,2016,8,189
63369,8/18/2016,United States,2162,US12,Female,8,38-39,6,189,0,2016,8,189
63369,8/18/2016,United States,2234,US12,Male,7.5,40-41,7,199,0.5,2016,8,99.5
63370,8/19/2016,United Kingdom,2208,UK5,Male,10,43,9.5,139,0,2016,8,139
63371,8/19/2016,Germany,2233,GER1,Male,11,44,10.5,139,0.2,2016,8,111.2
63372,8/19/2016,Germany,2187,GER2,Male,8.5,41-42,8,129,0,2016,8,129
63373,8/19/2016,United States,2206,US8,Male,9.5,42-43,9,139,0.5,2016,8,69.5
63374,8/19/2016,United States,2238,US1,Male,9.5,42-43,9,149,0,2016,8,149
63375,8/19/2016,United States,2149,US14,Male,9.5,42-43,9,139,0,2016,8,139
63376,8/19/2016,Germany,2148,GER2,Female,8,38-39,6,169,0,2016,8,169
63377,8/19/2016,Germany,2212,GER1,Female,9.5,40,7.5,179,0.3,2016,8,125.3
63378,8/19/2016,Canada,2171,CAN3,Male,9.5,42-43,9,149,0,2016,8,149
63378,8/19/2016,Canada,2202,CAN7,Male,10.5,43-44,10,179,0.2,2016,8,143.2
63379,8/19/2016,Germany,2152,GER2,Male,9,42,8.5,189,0,2016,8,189
63380,8/19/2016,United States,2202,US13,Male,9.5,42-43,9,199,0,2016,8,199
63380,8/19/2016,United States,2149,US13,Male,9,42,8.5,159,0.2,2016,8,127.2
63381,8/19/2016,Germany,2205,GER3,Male,9,42,8.5,139,0,2016,8,139
63381,8/19/2016,Germany,2225,GER2,Female,8.5,39,6.5,159,0,2016,8,159
63382,8/19/2016,United Kingdom,2232,UK4,Female,8,38-39,6,139,0,2016,8,139
63383,8/19/2016,Germany,2230,GER2,Male,10.5,43-44,10,199,0.1,2016,8,179.1
63384,8/19/2016,United States,2185,US13,Female,8.5,39,6.5,179,0.1,2016,8,161.1
63384,8/19/2016,United States,2154,US13,Male,9.5,42-43,9,149,0.5,2016,8,74.5
63385,8/19/2016,United States,2154,US13,Male,9,42,8.5,179,0.1,2016,8,161.1
63386,8/20/2016,Germany,2229,GER2,Male,9,42,8.5,199,0.2,2016,8,159.2
63387,8/20/2016,Germany,2231,GER1,Male,6,39,5.5,149,0,2016,8,149
63388,8/20/2016,United States,2194,US2,Male,12,45,11.5,129,0.1,2016,8,116.1
63389,8/20/2016,United States,2170,US3,Male,9.5,42-43,9,139,0.5,2016,8,69.5
63390,8/20/2016,Germany,2203,GER1,Female,8,38-39,6,179,0.5,2016,8,89.5
63391,8/20/2016,United Kingdom,2182,UK1,Male,11.5,44-45,11,169,0,2016,8,169
63392,8/20/2016,Canada,2159,CAN3,Male,9.5,42-43,9,189,0,2016,8,189
63393,8/20/2016,United Kingdom,2160,UK5,Male,11.5,44-45,11,129,0,2016,8,129
63394,8/20/2016,United Kingdom,2220,UK5,Male,6.5,39,6,199,0,2016,8,199
63395,8/20/2016,United States,2149,US14,Male,9.5,42-43,9,199,0,2016,8,199
63396,8/20/2016,Germany,2202,GER2,Female,9,39-40,7,199,0.5,2016,8,99.5
63397,8/20/2016,Canada,2241,CAN2,Male,8.5,41-42,8,189,0.1,2016,8,170.1
63398,8/20/2016,United States,2220,US13,Male,7,40,6.5,189,0.2,2016,8,151.2
63398,8/20/2016,United States,2202,US13,Male,9.5,42-43,9,199,0,2016,8,199
63399,8/20/2016,United States,2189,US12,Female,7.5,38,5.5,149,0.5,2016,8,74.5
63400,8/20/2016,United States,2191,US12,Female,7,37-38,5,149,0.3,2016,8,104.3
63401,8/20/2016,Germany,2168,GER1,Female,8,38-39,6,159,0.2,2016,8,127.2
63402,8/20/2016,Germany,2171,GER3,Male,11,44,10.5,189,0.5,2016,8,94.5
63403,8/20/2016,United Kingdom,2209,UK2,Male,12,45,11.5,199,0.2,2016,8,159.2
63403,8/20/2016,United Kingdom,2227,UK4,Male,10,43,9.5,159,0.3,2016,8,111.3
63404,8/20/2016,United States,2182,US13,Male,9.5,42-43,9,159,0,2016,8,159
63404,8/20/2016,United States,2185,US13,Female,8.5,39,6.5,179,0.1,2016,8,161.1
63405,8/20/2016,Germany,2240,GER3,Female,9.5,40,7.5,139,0,2016,8,139
63406,8/21/2016,Germany,2228,GER3,Female,7.5,38,5.5,159,0,2016,8,159
63407,8/21/2016,United States,2206,US8,Male,9.5,42-43,9,139,0.5,2016,8,69.5
63408,8/21/2016,Germany,2226,GER2,Male,7.5,40-41,7,199,0,2016,8,199
63409,8/21/2016,United Kingdom,2233,UK3,Male,12,45,11.5,129,0,2016,8,129
63410,8/21/2016,Germany,2150,GER1,Male,9.5,42-43,9,139,0,2016,8,139
63411,8/21/2016,Germany,2200,GER2,Female,9,39-40,7,189,0.5,2016,8,94.5
63412,8/21/2016,Canada,2220,CAN5,Male,10.5,43-44,10,159,0,2016,8,159
63413,8/21/2016,Canada,2213,CAN6,Male,9,42,8.5,179,0.2,2016,8,143.2
63414,8/21/2016,United States,2213,US12,Male,10,43,9.5,129,0,2016,8,129
63415,8/21/2016,Canada,2206,CAN6,Male,10.5,43-44,10,189,0,2016,8,189
63415,8/21/2016,Canada,2241,CAN2,Male,8.5,41-42,8,189,0.1,2016,8,170.1
63416,8/21/2016,Canada,2152,CAN5,Female,8,38-39,6,129,0.5,2016,8,64.5
63417,8/21/2016,United States,2177,US12,Male,11,44,10.5,159,0,2016,8,159
63418,8/21/2016,United States,2241,US12,Male,10.5,43-44,10,179,0,2016,8,179
